2.004022600000000000e+07,2.400000000000000000e+02,2.500000000000000000e+02,2.000000000000000000e+02,2.462500000000000000e+02,2.988140000000000000e+07
2.004022700000000000e+07,2.500000000000000000e+02,2.966899999999999977e+02,2.390000000000000000e+02,2.400000000000000000e+02,2.707600000000000000e+06
2.004030100000000000e+07,2.430000000000000000e+02,2.479499999999999886e+02,2.410500000000000114e+02,2.450000000000000000e+02,0.000000000000000000e+00
2.004030200000000000e+07,2.520000000000000000e+02,2.649900000000000091e+02,2.450310000000000059e+02,2.480000000000000000e+02,3.065800000000000000e+06
2.004030300000000000e+07,2.560000000000000000e+02,2.570000000000000000e+02,2.480500000000000114e+02,2.500000000000000000e+02,1.223200000000000000e+06
2.004030400000000000e+07,2.500000000000000000e+02,2.571999999999999886e+02,2.460000000000000000e+02,2.470000000000000000e+02,1.042800000000000000e+06
2.004030500000000000e+07,2.550000000000000000e+02,2.570350000000000250e+02,2.450000000000000000e+02,2.460000000000000000e+02,1.379900000000000000e+06
2.004030800000000000e+07,2.470000000000000000e+02,2.499499999999999886e+02,2.460000000000000000e+02,2.480000000000000000e+02,1.753100000000000000e+06
2.004030900000000000e+07,2.465000000000000000e+02,2.469499999999999886e+02,2.430000000000000000e+02,2.430000000000000000e+02,1.648300000000000000e+06
2.004031000000000000e+07,2.430000000000000000e+02,2.449499999999999886e+02,2.398799999999999955e+02,2.405000000000000000e+02,2.167400000000000000e+06
2.004031100000000000e+07,2.370000000000000000e+02,2.400000000000000000e+02,2.250000000000000000e+02,2.350000000000000000e+02,2.501800000000000000e+06
2.004031200000000000e+07,2.320000000000000000e+02,2.390000000000000000e+02,2.305500000000000114e+02,2.375000000000000000e+02,6.050000000000000000e+04
2.004031500000000000e+07,2.350000000000000000e+02,2.386999999999999886e+02,2.327500000000000000e+02,2.327500000000000000e+02,6.060000000000000000e+04
2.004031600000000000e+07,2.320000000000000000e+02,2.320000000000000000e+02,2.250000000000000000e+02,2.265000000000000000e+02,1.589300000000000000e+06
2.004031700000000000e+07,2.280000000000000000e+02,2.310000000000000000e+02,2.257800000000000011e+02,2.280000000000000000e+02,6.859000000000000000e+05
2.004031800000000000e+07,2.270000000000000000e+02,2.320000000000000000e+02,2.262800000000000011e+02,2.285000000000000000e+02,4.671000000000000000e+05
2.004031900000000000e+07,2.297500000000000000e+02,2.390000000000000000e+02,2.289199999999999875e+02,2.375000000000000000e+02,1.448400000000000000e+06
2.004032200000000000e+07,2.360000000000000000e+02,2.402899999999999920e+02,2.310000000000000000e+02,2.310000000000000000e+02,2.245400000000000000e+06
2.004032300000000000e+07,2.360000000000000000e+02,2.394499999999999886e+02,2.320000000000000000e+02,2.350000000000000000e+02,2.782000000000000000e+05
2.004032400000000000e+07,2.320000000000000000e+02,2.344499999999999886e+02,2.300000000000000000e+02,2.300000000000000000e+02,2.507000000000000000e+05
2.004032500000000000e+07,2.345000000000000000e+02,2.350000000000000000e+02,2.270000000000000000e+02,2.325000000000000000e+02,1.032000000000000000e+05
2.004032600000000000e+07,2.315000000000000000e+02,2.343300000000000125e+02,2.250000000000000000e+02,2.300000000000000000e+02,6.916000000000000000e+05
2.004032900000000000e+07,2.310000000000000000e+02,2.316999999999999886e+02,2.280000000000000000e+02,2.300000000000000000e+02,1.867000000000000000e+05
2.004033000000000000e+07,2.300000000000000000e+02,2.326100000000000136e+02,2.300000000000000000e+02,2.300000000000000000e+02,4.070000000000000000e+04
2.004033100000000000e+07,2.335000000000000000e+02,2.384499999999999886e+02,2.303849999999999909e+02,2.370000000000000000e+02,1.756000000000000000e+05
2.004040100000000000e+07,2.375000000000000000e+02,2.425800000000000125e+02,2.368899999999999864e+02,2.410000000000000000e+02,2.338000000000000000e+05
2.004040200000000000e+07,2.420000000000000000e+02,2.515000000000000000e+02,2.414799999999999898e+02,2.480000000000000000e+02,2.803000000000000000e+05
2.004040500000000000e+07,2.550000000000000000e+02,2.633100000000000023e+02,2.520000000000000000e+02,2.555000000000000000e+02,1.311600000000000000e+06
2.004040600000000000e+07,2.560000000000000000e+02,2.539399999999999977e+02,2.460000000000000000e+02,2.485000000000000000e+02,1.031000000000000000e+05
2.004040700000000000e+07,2.505000000000000000e+02,2.505000000000000000e+02,2.450000000000000000e+02,2.470000000000000000e+02,3.127000000000000000e+05
2.004040800000000000e+07,2.405000000000000000e+02,2.450000000000000000e+02,2.400000000000000000e+02,2.440000000000000000e+02,3.039800000000000000e+06
2.004040900000000000e+07,2.440000000000000000e+02,2.440000000000000000e+02,2.440000000000000000e+02,2.440000000000000000e+02,0.000000000000000000e+00
2.004041200000000000e+07,2.440000000000000000e+02,2.440000000000000000e+02,2.440000000000000000e+02,2.440000000000000000e+02,0.000000000000000000e+00
2.004041300000000000e+07,2.470000000000000000e+02,2.470000000000000000e+02,2.380000000000000000e+02,2.400000000000000000e+02,8.420000000000000000e+04
2.004041400000000000e+07,2.400000000000000000e+02,2.400000000000000000e+02,2.310000000000000000e+02,2.315000000000000000e+02,7.854000000000000000e+05
2.004041500000000000e+07,2.355000000000000000e+02,2.355000000000000000e+02,2.280000000000000000e+02,2.280000000000000000e+02,2.109000000000000000e+05
2.004041600000000000e+07,2.340000000000000000e+02,2.362800000000000011e+02,2.305000000000000000e+02,2.335000000000000000e+02,4.583000000000000000e+05
2.004041900000000000e+07,2.375000000000000000e+02,2.395000000000000000e+02,2.360000000000000000e+02,2.395000000000000000e+02,2.103000000000000000e+05
2.004042000000000000e+07,2.360000000000000000e+02,2.400000000000000000e+02,2.360000000000000000e+02,2.390000000000000000e+02,2.188000000000000000e+05
2.004042100000000000e+07,2.415000000000000000e+02,2.430000000000000000e+02,2.400000000000000000e+02,2.400000000000000000e+02,9.773000000000000000e+05
2.004042200000000000e+07,2.430000000000000000e+02,2.565000000000000000e+02,2.404699999999999989e+02,2.510000000000000000e+02,7.008000000000000000e+05
2.004042300000000000e+07,2.550000000000000000e+02,2.683999999999999773e+02,2.507199999999999989e+02,2.640000000000000000e+02,7.907000000000000000e+05
2.004042600000000000e+07,2.650000000000000000e+02,2.660000000000000000e+02,2.606600000000000250e+02,2.622500000000000000e+02,5.255000000000000000e+05
2.004042700000000000e+07,2.600000000000000000e+02,2.640000000000000000e+02,2.570000000000000000e+02,2.580000000000000000e+02,7.725000000000000000e+05
2.004042800000000000e+07,2.560000000000000000e+02,2.573999999999999773e+02,2.530000000000000000e+02,2.545000000000000000e+02,3.977000000000000000e+05
2.004042900000000000e+07,2.570000000000000000e+02,2.650000000000000000e+02,2.547800000000000011e+02,2.650000000000000000e+02,9.729000000000000000e+05
2.004043000000000000e+07,2.600000000000000000e+02,2.640000000000000000e+02,2.581000000000000227e+02,2.610000000000000000e+02,6.325000000000000000e+05
2.004050300000000000e+07,2.610000000000000000e+02,2.610000000000000000e+02,2.610000000000000000e+02,2.610000000000000000e+02,0.000000000000000000e+00
2.004050400000000000e+07,2.600000000000000000e+02,2.600000000000000000e+02,2.530000000000000000e+02,2.530000000000000000e+02,2.133000000000000000e+05
2.004050500000000000e+07,2.560000000000000000e+02,2.600000000000000000e+02,2.540000000000000000e+02,2.580000000000000000e+02,3.547000000000000000e+05
2.004050600000000000e+07,3.070000000000000000e+02,3.070000000000000000e+02,2.705400000000000205e+02,3.050000000000000000e+02,3.409600000000000000e+06
2.004050700000000000e+07,3.050000000000000000e+02,3.365000000000000000e+02,3.000099999999999909e+02,3.100000000000000000e+02,1.907500000000000000e+06
2.004051000000000000e+07,3.050000000000000000e+02,3.080000000000000000e+02,2.981000000000000227e+02,3.050000000000000000e+02,1.756700000000000000e+06
2.004051100000000000e+07,3.050000000000000000e+02,3.071200000000000045e+02,2.900000000000000000e+02,2.930000000000000000e+02,2.892000000000000000e+05
2.004051200000000000e+07,2.950000000000000000e+02,3.049700000000000273e+02,2.906000000000000227e+02,2.980000000000000000e+02,5.329000000000000000e+05
2.004051300000000000e+07,3.050000000000000000e+02,3.131999999999999886e+02,2.953000000000000114e+02,3.075000000000000000e+02,2.215000000000000000e+05
2.004051400000000000e+07,3.100000000000000000e+02,3.135000000000000000e+02,2.924399999999999977e+02,3.000000000000000000e+02,3.631000000000000000e+05
2.004051700000000000e+07,2.910000000000000000e+02,2.988299999999999841e+02,2.750000000000000000e+02,2.800000000000000000e+02,3.596000000000000000e+05
2.004051800000000000e+07,2.850000000000000000e+02,2.970000000000000000e+02,2.800000000000000000e+02,2.942500000000000000e+02,3.592000000000000000e+05
2.004051900000000000e+07,3.025000000000000000e+02,3.050000000000000000e+02,2.930000000000000000e+02,2.970000000000000000e+02,1.032400000000000000e+06
2.004052000000000000e+07,2.957500000000000000e+02,3.000000000000000000e+02,2.850000000000000000e+02,2.900000000000000000e+02,7.240000000000000000e+04
2.004052100000000000e+07,3.000000000000000000e+02,3.085500000000000114e+02,2.978000000000000114e+02,3.010000000000000000e+02,1.157000000000000000e+05
